,title,opn_wknd,gross,budget,runtime,directors,writers,cast,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,days,dir_rank,wri_rank,cast_rank
1165,Fred Claus,18515473.0,720.06777,1000.0,116.0,['David Dobkin'],"['Dan Fogelman', 'Jessie Nelson']","['Vince Vaughn', 'Paul Giamatti', 'John Michael Higgins', 'Miranda Richardson', 'Rachel Weisz', 'Kathy Bates', 'Trevor Peacock', 'Ludacris', 'Elizabeth Banks', 'Jeremy Swift', 'Elizabeth Berrington', 'Kevin Spacey', 'Rio Hackford', ""Bobb'e J. Thompson"", 'Allan Corduner']",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4720,665,1704,17321
1166,RV,16414767.0,717.26025,500.0,99.0,['Barry Sonnenfeld'],['Geoff Rodkey'],"['Robin Williams', 'Cheryl Hines', 'JoJo', 'Josh Hutcherson', 'Jeff Daniels', 'Kristin Chenoweth', 'Hunter Parrish', 'Chloe Sonnenfeld', 'Alex Ferris', 'Will Arnett', 'Tony Hale', 'Brian Howe', 'Richard Ian Cox', 'Erika-Shaye Gair', 'Veronika Sztopa']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5280,888,1517,17156
1167,Ruthless People,5274306.0,716.24879,130.0,93.0,"['Jim Abrahams', 'David Zucker']",['Dale Launer'],"['Danny DeVito', 'Bette Midler', 'Judge Reinhold', 'Helen Slater', 'Anita Morris', 'Bill Pullman', 'William G. Schilling', 'Art Evans', 'Clarence Felder', 'J.E. Freeman', 'Gary Riley', 'Phyllis Applegate', 'Jeannine Bisignano', 'J.P. Bumstead', 'Jon Cutler']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12525,780,354,12456
1168,Galaxy Quest,7012630.0,715.83916,450.0,102.0,['Dean Parisot'],"['David Howard', 'David Howard']","['Tim Allen', 'Sigourney Weaver', 'Alan Rickman', 'Tony Shalhoub', 'Sam Rockwell', 'Daryl Mitchell', 'Enrico Colantoni', 'Robin Sachs', 'Patrick Breen', 'Missi Pyle', 'Jed Rees', 'Justin Long', 'Jeremy Howard', 'Kaitlin Cullum', 'Jonathan Feyer']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7596,448,368,16539
1169,"I Love You, Man",17810270.0,714.40011,400.0,105.0,['John Hamburg'],"['John Hamburg', 'Larry Levin']","['Paul Rudd', 'Rashida Jones', 'Sarah Burns', 'Greg Levine', 'Jaime Pressly', 'Jon Favreau', 'Jane Curtin', 'J.K. Simmons', 'Andy Samberg', 'Jean Villepique', 'Rob Huebel', 'Kym Whitley', 'Colleen Crabtree', 'Caroline Farah', 'Mather Zickel']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4223,763,1693,17107
1170,National Lampoon's Christmas Vacation,11750203.0,727.05146,270.0,97.0,['Jeremiah S. Chechik'],['John Hughes'],"['Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph', 'Diane Ladd', 'E.G. Marshall', 'Doris Roberts', 'Randy Quaid', 'Miriam Flynn', 'Cody Burger', 'Ellen Latzen', 'William Hickey', 'Mae Questel', 'Sam McMurray']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11272,354,1235,12599
1171,Scary Movie 2,20503356.0,713.08997,450.0,83.0,['Keenen Ivory Wayans'],"['Shawn Wayans', 'Marlon Wayans']","['Antony Acker', 'Mark Barrett', 'Richard Bellos', 'Suzanne Bianqui', 'Natale Bosco', 'Joann Connor', 'Bradley Fisher', ""Suzanne O'Donnell"", 'Kristi Pearce', 'Donna Silverberg', 'Helene Strayer', 'Veronica Cartwright', 'Andy Richter', 'Lee R. Mayes', 'Natasha Lyonne']",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7039,752,1741,15504
1172,The Rescuers,2111582.0,712.15869,75.0,78.0,"['John Lounsbery', 'Wolfgang Reitherman']","['Margery Sharp', 'Larry Clemmons']","['Bob Newhart', 'Eva Gabor', 'Geraldine Page', 'Joe Flynn', 'Jeanette Nolan', 'Pat Buttram', 'Jim Jordan', 'John McIntire', 'Michelle Stacy', 'Bernard Fox', 'Larry Clemmons', 'James MacDonald', 'George Lindsey', 'Bill McMillian', 'Dub Taylor']",0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15817,67,200,12361
1173,The Smurfs 2,17548389.0,710.17784,1050.0,105.0,['Raja Gosnell'],"['J. David Stem', 'David N. Weiss']","['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Jacob Tremblay', ""Nancy O'Dell"", 'Karim Babin', 'Gaston Morrison', 'Jocelyn Blanchard', 'Erika Rosenbaum', 'Carolina Bartczak', 'James A. Woods', 'Henri Pardo', 'Vanessa Matsui', 'Dusan Dukic']",1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2629,813,1706,14697
1174,Groundhog Day,12517672.0,709.06973,146.0,101.0,['Harold Ramis'],"['Danny Rubin', 'Harold Ramis']","['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray', 'Marita Geraghty', 'Angela Paton', 'Rick Ducommun', 'Rick Overton', 'Robin Duke', 'Carol Bivins', 'Willie Garson', 'Ken Hudson Campbell', 'Les Podewell', 'Rod Sell']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10103,395,1307,13974
1175,Jaws,7061513.0,2607.583,70.0,124.0,['Steven Spielberg'],"['Peter Benchley', 'Carl Gottlieb']","['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary', 'Murray Hamilton', 'Carl Gottlieb', 'Jeffrey Kramer', 'Susan Backlinie', 'Jonathan Filley', 'Ted Grossman', 'Chris Rebello', 'Jay Mello', 'Lee Fierro', 'Jeffrey Voorhees', 'Craig Kingsbury']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16550,790,472,4147
1176,War of the Worlds,64878725.0,2342.80354,1320.0,116.0,['Steven Spielberg'],"['Josh Friedman', 'David Koepp']","['Tom Cruise', 'Dakota Fanning', 'Miranda Otto', 'Justin Chatwin', 'Tim Robbins', 'Rick Gonzalez', 'Yul Vazquez', 'Lenny Venito', 'Lisa Ann Walter', 'Ann Robinson', 'Gene Barry', 'David Alan Basche', 'Roz Abrams', 'Michael Brownlee', 'Camillia Monet']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5583,790,2210,17192
1177,The Da Vinci Code,77073388.0,2175.36138,1250.0,149.0,['Ron Howard'],"['Akiva Goldsman', 'Dan Brown']","['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Jean Reno', 'Paul Bettany', 'Alfred Molina', 'Jürgen Prochnow', 'Jean-Yves Berteloot', 'Etienne Chicot', 'Jean-Pierre Marielle', 'Marie-Françoise Audollent', 'Rita Davies', 'Francesco Carnelutti', 'Seth Gabel', 'Shane Zaza']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5259,850,2096,17658
1178,Ocean's Eleven,38107822.0,1834.1715,850.0,116.0,['Steven Soderbergh'],"['George Clayton Johnson', 'Jack Golden Russell']","['George Clooney', 'Cecelia Ann Birt', 'Paul L. Nolan', 'Carol Florence', 'Lori Galinski', 'Bernie Mac', 'Brad Pitt', 'Mark Gantt', 'Tim Perez', 'Elliott Gould', 'Frank Patton III', 'Casey Affleck', 'Scott Caan', 'Eddie Jemison', 'Jorge R. Hernandez']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6883,744,1993,15702
1179,Get Out,33377060.0,1760.40665,45.0,104.0,['Jordan Peele'],['Jordan Peele'],"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'LaKeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1325,1007,2137,17492
1180,Us,71117625.0,1750.8458,200.0,116.0,['Jordan Peele'],['Jordan Peele'],"[""Lupita Nyong'o"", 'Winston Duke', 'Elisabeth Moss', 'Tim Heidecker', 'Shahadi Wright Joseph', 'Evan Alex', 'Yahya Abdul-Mateen II', 'Anna Diop', 'Cali Sheldon', 'Noelle Sheldon', 'Madison Curry', 'Ashley McKoy', 'Napiera Groves', 'Lon Gowan', 'Alan Frazier']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,569,1007,2137,17803
1181,Halloween,76221545.0,1593.42015,100.0,106.0,['David Gordon Green'],"['John Carpenter', 'Debra Hill']","['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'James Jude Courtney', 'Nick Castle', 'Haluk Bilginer', 'Will Patton', 'Rhian Rees', 'Jefferson Hall', 'Toby Huss', 'Virginia Gardner', 'Dylan Arnold', 'Miles Robbins', 'Drew Scheid', 'Jibrail Nantambu']",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,723,997,1259,17451
1182,Halloween,26362367.0,582.72029,150.0,109.0,['Rob Zombie'],"['Rob Zombie', 'John Carpenter']","['Malcolm McDowell', 'Brad Dourif', 'Tyler Mane', 'Daeg Faerch', 'Sheri Moon Zombie', 'William Forsythe', 'Richard Lynch', 'Udo Kier', 'Clint Howard', 'Danny Trejo', 'Lew Temple', 'Tom Towles', 'Bill Moseley', 'Leslie Easterbrook', 'Steve Boyles']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4790,997,1259,17451
1183,Split,40010975.0,1382.91365,90.0,117.0,['M. Night Shyamalan'],['M. Night Shyamalan'],"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Izzie Coffey', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Ukee Washington', 'Ann Wood', 'Robert Michael Kelly', 'M. Night Shyamalan', 'Rosemary Howard', 'Jerome Gallman']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1360,930,1892,16350
1184,Dinosaur,38854851.0,1377.48063,1275.0,82.0,"['Eric Leighton', 'Ralph Zondag']","['Thom Enriquez', 'John Harrison']","['Alfre Woodard', 'Ossie Davis', 'Max Casella', 'Hayden Panettiere', 'D.B. Sweeney', 'Samuel E. Wright', 'Peter Siragusa', 'Julianna Margulies', 'Joan Plowright', 'Della Reese', 'Matt Adler', 'Sandina Bailo-Lape', 'Edie Lehmann Boddicker', 'Zachary Bostrom', 'Cathy Cavadini']",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7450,950,2004,16002
1185,The Conjuring,41855326.0,1374.00141,200.0,112.0,['James Wan'],"['Chad Hayes', 'Carey W. Hayes']","['Vera Farmiga', 'Patrick Wilson', 'Lili Taylor', 'Ron Livingston', 'Shanley Caswell', 'Hayley McFarland', 'Joey King', 'Mackenzie Foy', 'Kyla Deaver', 'Shannon Kook', 'John Brotherton', 'Sterling Jerins', 'Marion Guyot', 'Morganna Bridgers', 'Amy Tipton']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2641,991,1868,17662
1186,Shutter Island,41062440.0,1280.12934,800.0,138.0,['Martin Scorsese'],"['Laeta Kalogridis', 'Dennis Lehane']","['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Max von Sydow', 'Michelle Williams', 'Emily Mortimer', 'Patricia Clarkson', 'Jackie Earle Haley', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas', 'Robin Bartlett', 'Christopher Denham', 'Nellie Sciutto', 'Joseph Sikora']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3887,464,1895,17513
1187,Ocean's Twelve,39153380.0,1255.4428,1100.0,125.0,['Steven Soderbergh'],"['George Nolfi', 'George Clayton Johnson']","['Brad Pitt', 'Catherine Zeta-Jones', 'George Clooney', 'Ed Kross', 'Julia Roberts', 'Don Tiffany', 'Anne Jacques', 'David Sontag', 'Larry Sontag', 'Andy Garcia', 'Casey Affleck', 'Dina Connolly', 'Scott Caan', 'Nelson Peltz', 'Mini Anden']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5784,744,1790,16098
1188,Now You See Me,29350389.0,1177.23989,750.0,115.0,['Louis Leterrier'],"['Ed Solomon', 'Boaz Yakin']","['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Isla Fisher', 'Dave Franco', 'Mélanie Laurent', 'Morgan Freeman', 'Michael Caine', 'Michael Kelly', 'Common', 'David Warshofsky', 'José Garcia', 'Jessica Lindsey', 'Caitriona Balfe', 'Stephanie Honoré']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2690,995,1841,17513
1189,The Nun,53807379.0,1174.50119,220.0,96.0,['Corin Hardy'],"['Gary Dauberman', 'James Wan']","['Demián Bichir', 'Taissa Farmiga', 'Jonas Bloquet', 'Bonnie Aarons', 'Ingrid Bisu', 'Patrick Wilson', 'Vera Farmiga', 'Lili Taylor', 'Charlotte Hope', 'Sandra Teles', 'Maria Obretin', 'August Maturo', 'Jack Falk', 'Lynnette Gaza', 'Ani Sava']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,765,1013,2092,16811
1190,The Grudge,39128715.0,1103.59362,100.0,91.0,['Takashi Shimizu'],"['Stephen Susco', 'Takashi Shimizu']","['Sarah Michelle Gellar', 'Jason Behr', 'William Mapother', 'Clea DuVall', 'KaDee Strickland', 'Grace Zabriskie', 'Bill Pullman', 'Rosa Blasi', 'Ted Raimi', 'Ryo Ishibashi', 'Yôko Maki', 'Yuya Ozeki', 'Takako Fuji', 'Takashi Matsuyama', 'Hiroshi Matsunaga']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5833,872,1850,16182
1191,Epic,33531068.0,1075.18682,1000.0,102.0,['Chris Wedge'],"['James V. Hart', 'William Joyce']","['Blake Anderson', 'Aziz Ansari', 'Allison Bills', 'Jim Conroy', 'Todd Cummings', 'John DiMaggio', 'Troy Evans', 'Colin Farrell', 'Jason Fricchione', 'Judah Friedlander', 'Helen Hong', 'Josh Hutcherson', 'Kelly Keaton', 'Emma Kenney', 'Kyle Kinane']",1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2697,891,1810,17156
1192,Jaws 2,9866023.0,817.66007,200.0,116.0,['Jeannot Szwarc'],"['Peter Benchley', 'Carl Gottlieb']","['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton', 'Joseph Mascolo', 'Jeffrey Kramer', 'Collin Wilcox Paxton', 'Ann Dusenberry', 'Mark Gruner', 'Barry Coe', 'Susan French', 'Gary Springer', 'Donna Wilkes', 'Gary Dubin', 'John Dukakis', 'G. Thomas Dunlop']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15458,295,472,4945
1193,The Conjuring 2,40406314.0,1024.70008,400.0,134.0,['James Wan'],"['Chad Hayes', 'Carey W. Hayes']","['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe', ""Frances O'Connor"", 'Lauren Esposito', 'Benjamin Haigh', 'Patrick McAuley', 'Simon McBurney', 'Maria Doyle Kennedy', 'Simon Delaney', 'Franka Potente', 'Bob Adrian', 'Robin Atkin Downes', 'Bonnie Aarons', 'Javier Botet']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1584,991,1868,17018
1194,Annabelle: Creation,35006404.0,1020.92201,150.0,109.0,['David F. Sandberg'],"['Gary Dauberman', 'Gary Dauberman']","['Anthony LaPaglia', 'Samara Lee', 'Miranda Otto', 'Brad Greenquist', 'Lulu Wilson', 'Talitha Eliana Bateman', 'Stephanie Sigman', 'Mark Bramhall', 'Grace Fulton', 'Philippa Coulthard', 'Tayler Buck', 'Lou Lou Safran', 'Joseph Bishara', 'Alicia Vela-Bailey', 'Jessie Giacomazzi']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1157,940,2092,16760
1195,Vanilla Sky,25015518.0,1006.18344,680.0,136.0,['Cameron Crowe'],"['Alejandro Amenábar', 'Mateo Gil']","['Tom Cruise', 'Penélope Cruz', 'Cameron Diaz', 'Kurt Russell', 'Jason Lee', 'Noah Taylor', 'Timothy Spall', 'Tilda Swinton', 'Michael Shannon', 'Delaina Mitchell', 'Shalom Harlow', 'Oona Hart', 'Ivana Milicevic', 'Johnny Galecki', 'Jhaemi Willens']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,6876,610,1662,16436
1196,The Others,14089952.0,965.22687,170.0,101.0,['Alejandro Amenábar'],['Alejandro Amenábar'],"['Nicole Kidman', 'Fionnula Flanagan', 'Christopher Eccleston', 'Alakina Mann', 'James Bentley', 'Eric Sykes', 'Elaine Cassidy', 'Renée Asherson', 'Gordon Reid', 'Keith Allen', 'Michelle Fairley', 'Alexander Vince', 'Ricardo López', 'Aldo Grilo']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7002,490,1362,17015
1197,The Haunting,33435140.0,914.11151,800.0,113.0,['Jan de Bont'],"['David Self', 'Shirley Jackson']","['Liam Neeson', 'Catherine Zeta-Jones', 'Owen Wilson', 'Lili Taylor', 'Bruce Dern', 'Marian Seldes', 'Alix Koromzay', 'Todd Field', 'Virginia Madsen', 'Michael Cavanaugh', 'Tom Irwin', 'Charles Gunning', 'Saul Priever', 'M.C. Gainey', 'Hadley Eure']",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,7751,819,1925,15243
1198,Don't Breathe,26411706.0,892.17875,99.0,88.0,['Fede Alvarez'],"['Fede Alvarez', 'Rodo Sayagues']","['Stephen Lang', 'Jane Levy', 'Dylan Minnette', 'Daniel Zovatto', 'Emma Bercovici', 'Franciska Töröcsik', 'Christian Zagia', 'Katia Bokor', 'Sergej Onopko', 'Olivia Gillies', 'Dayna Clark', 'Athos', 'Astor', 'Nomad']",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1507,833,1723,16021
1199,Presumed Innocent,11718981.0,863.03188,220.0,127.0,['Alan J. Pakula'],"['Scott Turow', 'Frank Pierson']","['Harrison Ford', 'Brian Dennehy', 'Raul Julia', 'Bonnie Bedelia', 'Paul Winfield', 'Greta Scacchi', 'John Spencer', 'Joe Grifasi', 'Tom Mardirosian', 'Anna Maria Horsford', 'Sab Shimono', 'Bradley Whitford', 'Christine Estabrook', 'Michael Tolan', 'Madison Arnold']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11034,499,782,13898
1200,Annabelle,37134255.0,842.73813,65.0,99.0,['John R. Leonetti'],['Gary Dauberman'],"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola', 'Alfre Woodard', ""Kerry O'Malley"", 'Brian Howe', 'Eric Ladin', 'Ivar Brogger', 'Geoff Wehner', 'Gabriel Bateman', 'Shiloh Nelson', 'Sasha Sheldon', 'Camden Singer', 'Robin Pearson Rose', 'Keira Daniels']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2200,680,2092,16002
1201,Insidious: Chapter 2,40272103.0,835.86447,50.0,106.0,['James Wan'],"['Leigh Whannell', 'James Wan']","['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Lin Shaye', 'Barbara Hershey', 'Steve Coulter', 'Leigh Whannell', 'Angus Sampson', 'Andrew Astor', 'Hank Harris', 'Jocelin Donahue', 'Lindsay Seim', 'Danielle Bisutti', 'Tyler Griffin', 'Garrett Ryan']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2585,991,1820,17724
1202,Saw III,33610391.0,802.38724,100.0,108.0,['Darren Lynn Bousman'],"['Leigh Whannell', 'James Wan']","['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen', 'Bahar Soomekh', 'Donnie Wahlberg', 'Dina Meyer', 'Leigh Whannell', 'Mpho Koaho', 'Barry Flatman', 'Lyriq Bent', 'J. LaRose', 'Debra McCabe', 'Costas Mandylor', 'Betsy Russell', 'Jane Luk']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5098,902,1820,15665
1203,Limitless,18907302.0,792.49455,270.0,105.0,['Neil Burger'],"['Leslie Dixon', 'Alan Glynn']","['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish', 'Andrew Howard', 'Anna Friel', 'Johnny Whitworth', 'Tomas Arana', 'Robert John Burke', 'Darren Goldstein', 'Ned Eisenberg', 'T.V. Carpio', 'Richard Bekins', 'Patricia Kalember', 'Cindy Katz', 'Brian Anthony Wilson']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3495,786,1327,16437
1204,Cape Fear,10261025.0,790.91969,350.0,128.0,['Martin Scorsese'],"['John D. MacDonald', 'James R. Webb']","['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis', 'Joe Don Baker', 'Robert Mitchum', 'Gregory Peck', 'Martin Balsam', 'Illeana Douglas', 'Fred Thompson', 'Zully Montero', 'Craig Henne', 'Forest Burton', 'Edgar Allan Poe IV', 'Rod Ball']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10558,464,641,13466
1205,Poltergeist,6896612.0,771.42388,107.0,114.0,['Tobe Hooper'],"['Steven Spielberg', 'Michael Grais']","['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight', 'Dominique Dunne', 'Oliver Robins', ""Heather O'Rourke"", 'Michael McManus', 'Virginia Kiser', 'Martin Casella', 'Richard Lawson', 'Zelda Rubinstein', 'James Karen', 'Lou Perryman', 'Clair E. Leucart', 'Dirk Blocker']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14009,751,2052,15506
1206,Poltergeist,22620386.0,474.25125,350.0,93.0,['Gil Kenan'],"['David Lindsay-Abaire', 'Steven Spielberg']","['Sam Rockwell', 'Rosemarie DeWitt', 'Saxon Sharbino', 'Kyle Catlett', 'Kennedi Clements', 'Jared Harris', 'Jane Adams', 'Susan Heyward', 'Nicholas Braun', 'Karen Ivany', 'Patrick Garrow', 'Doug MacLeod', 'Eve Crawford', 'L.A. Lopes', 'Soma Chhaya']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1969,751,2052,15506
1207,Alien: Covenant,36160621.0,742.62031,970.0,122.0,['Ridley Scott'],"[""Dan O'Bannon"", 'Ronald Shusett']","['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir', 'Carmen Ejogo', 'Jussie Smollett', 'Callie Hernandez', 'Amy Seimetz', 'Nathaniel Dean', 'Alexander England', 'Benjamin Rigby', 'Uli Latukefu', 'Tess Haubrich', 'Lorelei King']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1241,845,1756,16893
1208,Annabelle Comes Home,20269723.0,741.52591,300.0,106.0,['Gary Dauberman'],"['James Wan', 'Gary Dauberman']","['Vera Farmiga', 'Patrick Wilson', 'Mckenna Grace', 'Madison Iseman', 'Katie Sarife', 'Michael Cimino', 'Samara Lee', 'Kenzie Caplan', 'Sade Katarina', 'Michael Patrick McGill', 'Brittany Hoza', 'Sheila McKellan', 'Eddie J. Fernandez', 'Steve Coulter', 'Luca Luhan']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,473,694,2092,17575
1209,Sin City,28100000.0,741.0382,400.0,124.0,"['Frank Miller', 'Quentin Tarantino']","['Frank Miller', 'Robert Rodriguez']","['Jessica Alba', 'Devon Aoki', 'Alexis Bledel', 'Powers Boothe', 'Cara D. Briggs', 'Jude Ciccolella', 'Jeffrey J. Dashnaw', 'Rosario Dawson', 'Jesse De Luna', 'Benicio Del Toro', 'Jason Douglas', 'Michael Clarke Duncan', 'Tommy Flanagan', 'Christina Frankenfield', 'Rick Gomez']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5672,856,1794,16494
1210,The Interpreter,22822455.0,727.08161,800.0,128.0,['Sydney Pollack'],"['Martin Stellman', 'Brian Ward']","['Nicole Kidman', 'Sean Penn', 'Catherine Keener', 'Jesper Christensen', 'Yvan Attal', 'Earl Cameron', 'George Harris', 'Michael Wright', 'Clyde Kusatsu', 'Eric Keenleyside', 'Hugo Speer', 'Maz Jobrani', 'Yusuf Gatewood', 'Curtiss Cook', 'Byron Utley']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5651,334,1564,16648
1211,Mama,28402310.0,716.2818,150.0,100.0,['Andy Muschietti'],"['Andy Muschietti', 'Barbara Muschietti']","['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse', 'Daniel Kash', 'Javier Botet', 'Jane Moffat', 'Morgan McGarry', 'David Fox', 'Dominic Cuzzocrea', 'Christopher Marren', 'Julia Chantrey', 'Ray Kahnert', 'Diane Gordon', 'Matthew Edison']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2823,1054,1808,14628
1212,The Thomas Crown Affair,14600719.0,693.05181,480.0,113.0,['John McTiernan'],"['Alan Trustman', 'Leslie Dixon']","['Pierce Brosnan', 'Rene Russo', 'Denis Leary', 'Ben Gazzara', 'Frankie Faison', 'Fritz Weaver', 'Charles Keating', 'Mark Margolis', 'Faye Dunaway', 'Michael Lombard', 'Bill Ambrozy', 'Michael Bahr', 'Robert D. Novak', 'Joe H. Lamb', 'James Saito']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7737,436,1296,14985
1213,Percy Jackson: Sea of Monsters,14401054.0,685.59554,900.0,106.0,['Thor Freudenthal'],"['Marc Guggenheim', 'Rick Riordan']","['Logan Lerman', 'Alexandra Daddario', 'Douglas Smith', 'Leven Rambin', 'Brandon T. Jackson', 'Jake Abel', 'Anthony Head', 'Stanley Tucci', 'Connor Dunn', 'Paloma Kwiatkowski', 'Nathan Fillion', 'Alisha Newton', 'Bjorn Yearwood', 'Samuel Braun', 'Katelyn Mager']",1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2622,628,1562,16547
