,title,opn_wknd,gross,budget,runtime,directors,writers,cast,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,days,dir_rank,wri_rank,cast_rank
372,Wrath of the Titans,33457188.0,836.70083,1500.0,99.0,['Jonathan Liebesman'],"['Dan Mazeau', 'David Leslie Johnson-McGoldrick']","['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Edgar Ramírez', 'Toby Kebbell', 'Rosamund Pike', 'Bill Nighy', 'Danny Huston', 'John Bell', 'Lily James', 'Alejandro Naranjo', 'Freddy Drabble', 'Kathryn Carpenter', 'Matt Milne', 'Kett Turton']",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3117,911,1999,16417
373,Battle Los Angeles,35573187.0,835.52429,700.0,116.0,['Jonathan Liebesman'],['Christopher Bertolini'],"['Aaron Eckhart', 'Ramon Rodriguez', 'Will Rothhaar', 'Cory Hardrict', 'Jim Parrack', 'Gino Anthony Pesi', 'Ne-Yo', 'James Hiroyuki Liao', 'Bridget Moynahan', 'Noel Fisher', ""Adetokumboh M'Cormack"", 'Bryce Cass', 'Michael Peña', 'Michelle Rodriguez', 'Neil Brown Jr.']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3502,911,1818,16762
374,Immortals,32206425.0,835.04017,750.0,110.0,['Tarsem Singh'],"['Charley Parlapanides', 'Vlas Parlapanides']","['Henry Cavill', 'Mickey Rourke', 'Stephen Dorff', 'Freida Pinto', 'Luke Evans', 'John Hurt', 'Joseph Morgan', 'Anne Day-Jones', 'Greg Bryk', 'Alan Van Sprang', 'Peter Stebbings', 'Daniel Sharman', 'Isabel Lucas', 'Kellan Lutz', 'Steve Byers']",0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3257,756,1897,17438
375,Under Siege,15760003.0,835.63139,350.0,103.0,['Andrew Davis'],['J.F. Lawton'],"['Steven Seagal', 'Damian Chapa', 'Troy Evans', 'David McKnight', 'Lee Hinton', ""Patrick O'Neal"", 'Gary Busey', 'Glenn Morshower', 'Leo Alexander', 'John Rottger', 'Brad Rea', 'Michael Welden', 'Bernie Casey', 'Rickey Pierre', 'Raymond Cruz']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10229,559,949,15435
376,Patriot Games,18511191.0,833.51587,450.0,117.0,['Phillip Noyce'],"['Tom Clancy', 'W. Peter Iliff']","['Harrison Ford', 'Anne Archer', 'Patrick Bergin', 'Sean Bean', 'Thora Birch', 'James Fox', 'Samuel L. Jackson', 'Polly Walker', 'J.E. Freeman', 'James Earl Jones', 'Richard Harris', 'Alex Norton', 'Hugh Fraser', 'David Threlfall', 'Alun Armstrong']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10355,687,1502,16525
377,Die Hard,601851.0,835.19093,280.0,132.0,['John McTiernan'],"['Roderick Thorp', 'Jeb Stuart']","['Bruce Willis', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Hart Bochner', 'James Shigeta', 'Alan Rickman', 'Alexander Godunov', 'Bruno Doyon', 'Andreas Wisniewski', 'Clarence Gilyard Jr.', 'Joey Plewa', 'Lorenzo Caccialanza']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11771,436,1130,16539
378,Days of Thunder,15490445.0,826.70733,600.0,107.0,['Tony Scott'],"['Robert Towne', 'Tom Cruise']","['Tom Cruise', 'Robert Duvall', 'Nicole Kidman', 'Randy Quaid', 'Cary Elwes', 'Michael Rooker', 'Fred Thompson', 'John C. Reilly', 'J.C. Quinn', 'Don Simpson', 'Caroline Williams', 'Donna W. Scott', 'Chris Ellis', 'Peter Appel', 'Stephen Michael Ayers']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11064,644,1100,15670
379,Freddy vs. Jason,36400000.0,826.22655,300.0,97.0,['Ronny Yu'],"['Wes Craven', 'Victor Miller']","['Robert Englund', 'Ken Kirzinger', 'Monica Keena', 'Jason Ritter', 'Kelly Rowland', 'Chris Marquette', 'Brendan Fletcher', 'Katharine Isabelle', 'Lochlyn Munro', 'Kyle Labine', 'Tom Butler', 'David Kopp', 'Paula Shaw', 'Jesse Hutch', 'Zack Ward']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6267,792,1150,17525
380,Let's Be Cops,17813722.0,823.90774,170.0,104.0,['Luke Greenfield'],"['Luke Greenfield', 'Nicholas Thomas']","['Jake Johnson', 'Damon Wayans Jr.', 'Rob Riggle', 'Nina Dobrev', ""James D'Arcy"", 'Keegan-Michael Key', 'Andy Garcia', 'Jonathan Lajoie', 'Tom Mardirosian', 'Natasha Leggero', 'Rebecca Koon', 'Joshua Ormond', 'L. Warren Young', 'Nelson Bonilla', 'Brian Oerly']",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,607,1261,16739
381,Blade II,32528016.0,823.48319,540.0,117.0,['Guillermo del Toro'],"['Marv Wolfman', 'Gene Colan']","['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman', 'Leonor Varela', 'Norman Reedus', 'Thomas Kretschmann', 'Luke Goss', 'Matt Schulze', 'Danny John-Jules', 'Donnie Yen', 'Karel Roden', 'Marit Velle Kile', 'Tony Curran', 'Daz Crawford', 'Santiago Segura']",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,6778,645,1904,17659
382,Beowulf,27515871.0,822.80579,1500.0,115.0,['Robert Zemeckis'],"['Neil Gaiman', 'Roger Avary']","['Robin Wright', 'Anthony Hopkins', 'Paul Baker', 'John Bilezikjian', 'Rod D. Harbour', 'Brice Martin', 'Sonje Fortag', 'Sharisse Baker-Bernard', 'Charlotte Salt', 'Julene Renee', 'Greg Ellis', 'Rik Young', 'Sebastian Roché', 'Leslie Zemeckis', 'John Malkovich']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4713,704,1528,17023
383,Teenage Mutant Ninja Turtles: Out of the Shadows,35316382.0,820.51601,1350.0,112.0,['Dave Green'],"['Josh Appelbaum', 'André Nemec']","['Megan Fox', 'Will Arnett', 'Laura Linney', 'Stephen Amell', 'Noel Fisher', 'Jeremy Howard', 'Pete Ploszek', 'Alan Ritchson', 'Tyler Perry', 'Brian Tee', 'Stephen Farrelly', 'Gary Anthony Williams', 'Peter Donald Badalamenti II', 'Tony Shalhoub', 'Brad Garrett']",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1591,737,2006,17684
384,Maze Runner: The Scorch Trials,30316510.0,816.97192,610.0,131.0,['Wes Ball'],"['T.S. Nowlin', 'James Dashner']","[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Dexter Darden', 'Alexander Flores', 'Jacob Lofland', 'Rosa Salazar', 'Giancarlo Esposito', 'Patricia Clarkson', 'Aidan Gillen', 'Terry Dale Parks', 'Kathryn Smith-McGlynn', 'Lili Taylor', 'Barry Pepper']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1850,864,1759,16952
385,Unstoppable,22688457.0,815.62942,1000.0,98.0,['Tony Scott'],['Mark Bomback'],"['Denzel Washington', 'Chris Pine', 'Rosario Dawson', 'Ethan Suplee', 'Kevin Dunn', 'Kevin Corrigan', 'Kevin Chapman', 'Lew Temple', 'T.J. Miller', 'Jessy Schram', 'David Warshofsky', 'Andy Umberger', 'Elizabeth Mathis', 'Meagan Tandy', 'Dylan Bruce']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3621,644,1970,16867
386,Payback,21221526.0,815.26121,900.0,100.0,['Brian Helgeland'],"['Donald E. Westlake', 'Brian Helgeland']","['Mel Gibson', 'Gregg Henry', 'Maria Bello', 'David Paymer', 'Bill Duke', 'Deborah Kara Unger', 'John Glover', 'William Devane', 'Lucy Liu', 'Jack Conley', 'Kris Kristofferson', 'Mark Alfa', 'Kwame Amoaku', 'Justin Ashforth', 'Len Bajenski']",0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7919,735,1447,15769
387,Congo,24642539.0,810.22101,500.0,109.0,['Frank Marshall'],"['Michael Crichton', 'John Patrick Shanley']","['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov', 'Joe Don Baker', 'Lola Noh', 'Mary Ellen Trainor', 'Misty Rosas', 'Stuart Pankin', 'Carolyn Seymour', 'Romy Rosemont', 'James Karen', 'Bill Pugin', 'Lawrence T. Wrentz']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9256,623,1918,13075
388,Jimmy Neutron: Boy Genius,13832786.0,809.36232,300.0,82.0,['John A. Davis'],"['John A. Davis', 'Steve Oedekerk']","['Megan Cavanagh', 'Mark DeCarlo', 'Debi Derryberry', 'Jeffrey Garcia', 'Bob Goen', 'Mary Hart', 'Carolyn Lawrence', 'Andrea Martin', 'Candi Milo', 'Rob Paulsen', 'Crystal Scales', 'Martin Short', 'Patrick Stewart', 'Jim Cummings', 'David L. Lander']",0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6869,358,1727,15260
389,Another 48 Hrs.,19475559.0,808.18974,380.0,93.0,['Walter Hill'],"['Roger Spottiswoode', 'Walter Hill']","['Eddie Murphy', 'Nick Nolte', 'Brion James', 'Kevin Tighe', ""Ed O'Ross"", 'David Anthony Marshall', 'Andrew Divoff', 'Bernie Casey', 'Brent Jennings', 'Ted Markland', 'Tisha Campbell-Martin', 'Felice Orlandi', 'Edward Walsh', 'Page Leong', 'Cathy Haase']",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11083,270,795,14155
390,Alien vs. Predator,38291056.0,802.82231,600.0,101.0,['Paul W.S. Anderson'],"[""Dan O'Bannon"", 'Ronald Shusett']","['Sanaa Lathan', 'Raoul Bova', 'Lance Henriksen', 'Ewen Bremner', 'Colin Salmon', 'Tommy Flanagan', 'Joseph Rye', 'Agathe de La Boulaye', 'Carsten Norgaard', 'Sam Troughton', 'Petr Jákl', 'Pavel Bezdek', 'Kieran Bew', 'Carsten Voigt', 'Jan Filipenský']",0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5903,698,1756,16494
391,Jumper,27354808.0,801.72128,850.0,88.0,['Doug Liman'],"['David S. Goyer', 'Jim Uhls']","['Hayden Christensen', 'Jamie Bell', 'Rachel Bilson', 'Diane Lane', 'Samuel L. Jackson', 'Michael Rooker', 'AnnaSophia Robb', 'Max Thieriot', 'Jesse James', 'Tom Hulce', 'Kristen Stewart', 'Teddy Dunn', 'Barbara Garrick', 'Michael Winther', 'Massimiliano Pazzaglia']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4623,874,2200,17320
392,Jack Reacher,15210156.0,800.70736,600.0,130.0,['Christopher McQuarrie'],"['Lee Child', 'Christopher McQuarrie']","['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'David Oyelowo', 'Werner Herzog', 'Jai Courtney', 'Vladimir Sizov', 'Joseph Sikora', 'Michael Raymond-James', 'Alexia Fast', 'Josh Helman', 'Robert Duvall', 'James Martin Kelly', 'Dylan Kussman', 'Denver Milord']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2851,976,1948,16828
393,Cloverfield,40058229.0,800.48433,250.0,85.0,['Matt Reeves'],['Drew Goddard'],"['Lizzy Caplan', 'Jessica Lucas', 'T.J. Miller', 'Michael Stahl-David', 'Mike Vogel', 'Odette Annable', 'Anjul Nigam', 'Margot Farley', 'Theo Rossi', 'Brian Klugman', 'Kelvin Yu', 'Liza Lapira', 'Lili Mirojnick', 'Ben Feldman', 'Elena Nikitina Bick']",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4650,974,2072,16867
394,Men in Black: International,30035838.0,800.01807,1100.0,114.0,['F. Gary Gray'],"['Matt Holloway', 'Art Marcum']","['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani', 'Rebecca Ferguson', 'Rafe Spall', 'Emma Thompson', 'Liam Neeson', 'Laurent Bourgeois', 'Larry Bourgeois', 'Kayvan Novak', 'Spencer Wilding', 'Marcy Harriell', 'Inny Clemons', 'Aaron Serotsky', 'Mandeiya Flory']",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,485,916,1982,17756
395,Knowing,24604751.0,799.57634,500.0,121.0,['Alex Proyas'],"['Ryne Douglas Pearson', 'Juliet Snowden']","['Nicolas Cage', 'Chandler Canterbury', 'Rose Byrne', 'Lara Robinson', 'D.G. Maloney', 'Nadia Townsend', 'Alan Hopgood', 'Adrienne Pickering', 'Joshua Long', 'Danielle Carter', 'Alethea McGrath', 'David Lennie', 'Tamara Donnellan', 'Travis Waite', 'Ben Mendelsohn']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4223,824,1442,17379
396,War Horse,7515402.0,798.84879,660.0,146.0,['Steven Spielberg'],"['Lee Hall', 'Richard Curtis']","['Jeremy Irvine', 'Peter Mullan', 'Emily Watson', 'Niels Arestrup', 'David Thewlis', 'Tom Hiddleston', 'Benedict Cumberbatch', 'Celine Buckens', 'Toby Kebbell', 'Patrick Kennedy', 'Leonard Carow', 'David Kross', 'Matt Milne', 'Robert Emms', 'Eddie Marsan']",0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3213,790,1178,17646
397,The Golden Child,11549711.0,798.17937,250.0,94.0,['Michael Ritchie'],['Dennis Feldman'],"['J.L. Reate', 'Eddie Murphy', 'Charles Dance', 'Charlotte Lewis', 'Victor Wong', ""Randall 'Tex' Cobb"", 'James Hong', 'Shakti Chen', 'Tau Logo', 'Tiger Chung Lee', 'Pons Maar', 'Peter Kwong', 'Wally Taylor', 'Eric Douglas', 'Charles Levin']",0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12357,197,1010,14155
398,WarGames,6227804.0,795.67667,120.0,114.0,['John Badham'],"['Lawrence Lasker', 'Walter F. Parkes']","['Matthew Broderick', 'Dabney Coleman', 'John Wood', 'Ally Sheedy', 'Barry Corbin', 'Juanin Clay', 'Kent Williams', 'Dennis Lipscomb', 'Joe Dorsey', 'Irving Metzman', 'Michael Ensign', 'William Bogert', 'Susan Davis', 'James Tolkan', 'David Clover']",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,13645,180,445,11273
399,The Purge: Election Year,31515110.0,792.13375,100.0,108.0,['James DeMonaco'],['James DeMonaco'],"['Frank Grillo', 'Elizabeth Mitchell', 'Mykelti Williamson', 'Joseph Julian Soria', 'Betty Gabriel', 'Terry Serpico', 'Edwin Hodge', 'Kyle Secor', 'Barry Nolan', 'Liza Colón-Zayas', 'Ethan Phillips', 'Adam Cantor', 'Christopher James Baker', 'Jared Kemp', 'Brittany Mirabile']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1563,893,1592,16758
400,Star Trek II: The Wrath of Khan,14347221.0,789.12963,112.0,113.0,['Nicholas Meyer'],"['Gene Roddenberry', 'Harve Bennett']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'Walter Koenig', 'George Takei', 'Nichelle Nichols', 'Bibi Besch', 'Merritt Butrick', 'Paul Winfield', 'Kirstie Alley', 'Ricardo Montalban', 'Ike Eisenmann', 'John Vargas', 'John Winston']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14009,577,1335,10838
401,48 Hrs.,4369868.0,788.68508,120.0,96.0,['Walter Hill'],"['Roger Spottiswoode', 'Walter Hill']","['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole"", 'Frank McRae', 'James Remar', 'David Patrick Kelly', 'Sonny Landham', 'Brion James', 'Kerry Sherman', 'Jonathan Banks', 'James Keane', 'Tara King', 'Greta Blackburn', 'Margot Rose', 'Denise Crosby']",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13822,270,795,16274
402,Pixels,24011616.0,787.47585,880.0,105.0,['Chris Columbus'],"['Tim Herlihy', 'Timothy Dowling']","['Adam Sandler', 'Kevin James', 'Michelle Monaghan', 'Peter Dinklage', 'Josh Gad', 'Matt Lintz', 'Brian Cox', 'Sean Bean', 'Jane Krakowski', 'Dan Aykroyd', 'Affion Crockett', 'Lainie Kazan', 'Ashley Benson', 'Denis Akiyama', 'Tom McCarthy']",0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1906,913,1672,16980
403,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,20030473.0,786.56813,250.0,88.0,['Michael Pressman'],"['Kevin Eastman', 'Peter Laird']","['Paige Turco', 'David Warner', 'Michelan Sisti', 'Leif Tilden', 'Kenn Scott', 'Mark Caso', 'Kevin Clash', 'Ernie Reyes Jr.', 'François Chau', 'Toshishiro Obata', 'Raymond Serra', 'Mark Ginther', 'Kurt Bryant', 'Kevin Nash', 'Joseph Amodei']",0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10796,688,1433,12352
404,We Were Soldiers,20212543.0,781.22718,750.0,138.0,['Randall Wallace'],"['Harold G. Moore', 'Joseph L. Galloway']","['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear', 'Sam Elliott', 'Chris Klein', 'Keri Russell', 'Barry Pepper', 'Duong Don', 'Ryan Hurst', 'Robert Bagnell', 'Marc Blucas', 'Josh Daugherty', 'Jsu Garcia', 'Jon Hamm', 'Clark Gregg']",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6799,722,1404,17521
405,Tower Heist,24025190.0,780.4657,750.0,104.0,['Brett Ratner'],"['Adam Cooper', 'Bill Collage']","['Ben Stiller', 'Eddie Murphy', 'Casey Affleck', 'Alan Alda', 'Matthew Broderick', 'Stephen McKinley Henderson', 'Judd Hirsch', 'Téa Leoni', 'Michael Peña', 'Gabourey Sidibe', 'Nina Arianda', 'Marcia Jean Kurtz', 'Juan Carlos Hernández', ""Harry O'Reilly"", 'Peter Van Wagner']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,943,1613,14343
406,Man on Fire,22751490.0,779.11774,700.0,146.0,['Tony Scott'],"['A.J. Quinnell', 'Brian Helgeland']","['Denzel Washington', 'Dakota Fanning', 'Radha Mitchell', 'Christopher Walken', 'Marc Anthony', 'Giancarlo Giannini', 'Mickey Rourke', 'Rachel Ticotin', 'Roberto Sosa', 'Jesús Ochoa', 'Gero Camilo', 'Mario Zaragoza', 'Charles Paraventi', 'Carmen Salinas', 'Esteban De La Trinidad']",0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6015,644,1561,15561
407,Backdraft,12686200.0,778.68585,400.0,137.0,['Ron Howard'],['Gregory Widen'],"['Kurt Russell', 'William Baldwin', 'Robert De Niro', 'Donald Sutherland', 'Jennifer Jason Leigh', 'Scott Glenn', 'Rebecca De Mornay', 'Jason Gedrick', 'J.T. Walsh', 'Anthony Mockus Sr.', 'Cedric Young', 'Juan Ramírez', 'Kevin Casey', 'Jack McGee', 'Mark Wheeler']",0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10733,850,626,14723
408,The Adventures of Tintin,9720993.0,775.91831,1350.0,107.0,['Steven Spielberg'],"['Hergé', 'Steven Moffat']","['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Nick Frost', 'Simon Pegg', 'Daniel Mays', 'Gad Elmaleh', 'Toby Jones', 'Joe Starr', 'Enn Reitel', 'Mackenzie Crook', 'Tony Curran', 'Sonje Fortag', 'Cary Elwes', 'Phillip Rhys']",1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3217,790,581,17580
409,The A-Team,25669455.0,772.22099,1100.0,117.0,['Joe Carnahan'],"['Joe Carnahan', 'Brian Bloom']","['Liam Neeson', 'Bradley Cooper', 'Jessica Biel', ""Quinton 'Rampage' Jackson"", 'Sharlto Copley', 'Patrick Wilson', 'Gerald McRaney', 'Henry Czerny', 'Yul Vazquez', 'Brian Bloom', 'Maury Sterling', 'Terry Chen', 'Omari Hardwick', 'David Hugghins', 'Jacob Blair']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3775,686,1752,15803
410,U-571,19553310.0,771.22415,620.0,116.0,['Jonathan Mostow'],"['Jonathan Mostow', 'Jonathan Mostow']","['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi', 'David Keith', 'Thomas Kretschmann', 'Jake Weber', 'Jack Noseworthy', 'Tom Guiry', 'Will Estes', ""Terrence 'T.C.' Carson"", 'Erik Palladino', 'Dave Power', 'Derk Cheetwood', 'Matthew Settle']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7478,758,1082,15640
411,Romancing the Stone,5105741.0,765.72238,100.0,106.0,['Robert Zemeckis'],['Diane Thomas'],"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Zack Norman', 'Alfonso Arau', 'Manuel Ojeda', 'Holland Taylor', 'Mary Ellen Trainor', 'Eve Smith', 'Joe Nesnow', 'José Chávez', ""Evita Muñoz 'Chachita'"", 'Camillo García', 'Rodrigo Puebla', 'Paco Morayta']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13344,704,253,13987
412,Star Trek III: The Search for Spock,16673295.0,764.71046,170.0,105.0,['Leonard Nimoy'],"['Gene Roddenberry', 'Harve Bennett']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'Walter Koenig', 'George Takei', 'Nichelle Nichols', 'Robin Curtis', 'Merritt Butrick', 'Phil Morris', 'Scott McGinnis', 'Robert Hooks', 'Carl Steven', 'Vadia Potenza', 'Stephen Manley']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13281,511,1335,10746
413,Knight and Day,20139985.0,764.23035,1170.0,109.0,['James Mangold'],"[""Patrick O'Neill""]","['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Jordi Mollà', 'Viola Davis', 'Paul Dano', 'Falk Hentschel', 'Marc Blucas', 'Lennie Loftin', 'Maggie Grace', 'Rich Manley', 'Dale Dye', 'Celia Weston', 'Gal Gadot', ""Jack O'Connell""]",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,871,1397,17653
414,Pete's Dragon,21514095.0,762.33151,650.0,102.0,['David Lowery'],"['David Lowery', 'Toby Halbrooks']","['Bryce Dallas Howard', 'Robert Redford', 'Oakes Fegley', 'Oona Laurence', 'Wes Bentley', 'Karl Urban', 'Isiah Whitlock Jr.', 'Marcus Henderson', 'Aaron Jackson', 'Phil Grieve', 'Steve Barr', 'Keagan Carr Fransch', 'Jade Valour', 'Augustine Frizzell', 'Francis Biggs']",1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1521,728,1480,17455
415,Conspiracy Theory,19313566.0,759.82834,750.0,135.0,['Richard Donner'],['Brian Helgeland'],"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart', 'Cylk Cozart', 'Steve Kahan', 'Terry Alexander', 'Alex McArthur', 'Rod McLachlan', 'Michael Potts', 'Jim Sterling', 'Rich Hebert', 'Brian J. Williams', 'G.A. Aguilar', 'Cece Neber Labao', 'Saxon Trainor']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8465,578,1447,15260
416,Constantine,29769098.0,759.76178,1000.0,121.0,['Francis Lawrence'],"['Jamie Delano', 'Garth Ennis']","['Keanu Reeves', 'Rachel Weisz', 'Shia LaBeouf', 'Djimon Hounsou', 'Max Baker', 'Pruitt Taylor Vince', 'Gavin Rossdale', 'Tilda Swinton', 'Peter Stormare', 'Jesse Ramirez', 'José Zúñiga', 'Francis Guinan', 'Larry Cedar', 'April Grace', 'Suzanne Whang']",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5714,1058,1843,16603
417,The Jewel of the Nile,6645455.0,759.732,250.0,106.0,['Lewis Teague'],"['Mark Rosenthal', 'Lawrence Konner']","['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Spyros Fokas', 'Avner Eisenberg', 'Paul David Magid', 'Howard Jay Patterson', 'Randall Edwin Nelson', 'Samuel Ross Williams', 'Timothy Daniel Furst', 'Hamid Fillali', 'Holland Taylor', 'Guy Cuevas', 'Peter DePalma', 'Mark Daly Richards']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12723,119,797,10344
418,Hellboy II: The Golden Army,34539115.0,759.86503,850.0,120.0,['Guillermo del Toro'],"['Guillermo del Toro', 'Guillermo del Toro']","['Ron Perlman', 'Selma Blair', 'Doug Jones', 'John Alexander', 'James Dodd', 'Seth MacFarlane', 'Luke Goss', 'Anna Walton', 'Jeffrey Tambor', 'John Hurt', 'Brian Steele', 'Andrew Hefler', 'Iván Kamarás', 'Mike Kelly', 'Jeremy Zimmermann']",0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4475,645,1359,16332
419,Star Trek: Generations,23116394.0,756.71125,350.0,118.0,['David Carson'],"['Gene Roddenberry', 'Rick Berman']","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'Malcolm McDowell', 'James Doohan', 'Walter Koenig', 'William Shatner', 'Alan Ruck', 'Jacqueline Kim', 'Jenette Goldstein', 'Thomas Kopache']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9459,777,1676,15260
420,2 Guns,27059130.0,756.1246,610.0,109.0,['Baltasar Kormákur'],"['Blake Masters', 'Steven Grant']","['Denzel Washington', 'Mark Wahlberg', 'Paula Patton', 'Edward James Olmos', 'Bill Paxton', 'Robert John Burke', 'James Marsden', 'Greg Sproles', 'Fred Ward', 'Patrick Fischler', 'Derek Solorsano', 'Edgar Arreola', 'Kyle Clements', 'Christopher Matthew Cook', 'Tim Bell']",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2627,826,1751,16323
421,The Last of the Mohicans,10976661.0,755.05856,400.0,112.0,['Michael Mann'],"['James Fenimore Cooper', 'John L. Balderston']","['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig', 'Jodhi May', 'Steven Waddington', 'Wes Studi', 'Maurice Roëves', 'Patrice Chéreau', 'Edward Blatchford', 'Terry Kinney', 'Tracey Ellis', 'Justin M. Rice', 'Dennis Banks', 'Pete Postlethwaite']",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10243,655,701,13018
